,reporttime,name,code,SW3,type,value(M)
2165,20220630,上海梅林,600073,肉制品,销售额,38
2166,20210331,上海梅林,600073,肉制品,销售额,32
2168,20211130,上海梅林,600073,肉制品,销售额,97
2169,20220731,上海梅林,600073,肉制品,销售额,27
2171,20210731,上海梅林,600073,肉制品,销售额,27
2172,20200831,上海梅林,600073,肉制品,销售额,41
2173,20210228,上海梅林,600073,肉制品,销售额,39
2174,20210630,上海梅林,600073,肉制品,销售额,36
2175,20200430,上海梅林,600073,肉制品,销售额,63
2176,20210430,上海梅林,600073,肉制品,销售额,28
2177,20220331,上海梅林,600073,肉制品,销售额,33
2178,20200630,上海梅林,600073,肉制品,销售额,40
2179,20211231,上海梅林,600073,肉制品,销售额,58
2180,20201130,上海梅林,600073,肉制品,销售额,60
2182,20211031,上海梅林,600073,肉制品,销售额,33
2183,20221031,上海梅林,600073,肉制品,销售额,45
2184,20220228,上海梅林,600073,肉制品,销售额,29
2185,20200731,上海梅林,600073,肉制品,销售额,35
2186,20210930,上海梅林,600073,肉制品,销售额,43
2187,20200531,上海梅林,600073,肉制品,销售额,40
2188,20221130,上海梅林,600073,肉制品,销售额,61
2189,20221231,上海梅林,600073,肉制品,销售额,79
2190,20230131,上海梅林,600073,肉制品,销售额,64
2191,20230228,上海梅林,600073,肉制品,销售额,28
2192,20230331,上海梅林,600073,肉制品,销售额,26
2193,20230430,上海梅林,600073,肉制品,销售额,28
2194,20230531,上海梅林,600073,肉制品,销售额,25
2195,20230630,上海梅林,600073,肉制品,销售额,30
2196,20230731,上海梅林,600073,肉制品,销售额,29
2197,20230831,上海梅林,600073,肉制品,销售额,29
2198,20230930,上海梅林,600073,肉制品,销售额,43
2199,20230731,上海梅林,600073,肉制品,销售额,29
2200,20200731,宝钢股份,600019,板材,销售额,10
2201,20210228,宝钢股份,600019,板材,销售额,7
2202,20211031,宝钢股份,600019,板材,销售额,14
2203,20220731,宝钢股份,600019,板材,销售额,10
2204,20200430,宝钢股份,600019,板材,销售额,11
2205,20220331,宝钢股份,600019,板材,销售额,2
2207,20200531,宝钢股份,600019,板材,销售额,11
2208,20200131,宝钢股份,600019,板材,销售额,3
2209,20210731,宝钢股份,600019,板材,销售额,14
2210,20210531,宝钢股份,600019,板材,销售额,16
2211,20200831,宝钢股份,600019,板材,销售额,10
2212,20220930,宝钢股份,600019,板材,销售额,18
2213,20200630,宝钢股份,600019,板材,销售额,8
2214,20211130,宝钢股份,600019,板材,销售额,21
2216,20201031,宝钢股份,600019,板材,销售额,12
2217,20210831,宝钢股份,600019,板材,销售额,15
2219,20210331,宝钢股份,600019,板材,销售额,18
2220,20210131,宝钢股份,600019,板材,销售额,10
2221,20201130,宝钢股份,600019,板材,销售额,15
2222,20220831,宝钢股份,600019,板材,销售额,9
2223,20220228,宝钢股份,600019,板材,销售额,21
2224,20200229,宝钢股份,600019,板材,销售额,2
2225,20220630,宝钢股份,600019,板材,销售额,5
2226,20220430,宝钢股份,600019,板材,销售额,3
2227,20210430,宝钢股份,600019,板材,销售额,15
2228,20220131,宝钢股份,600019,板材,销售额,10
2229,20210630,宝钢股份,600019,板材,销售额,16
2230,20210930,宝钢股份,600019,板材,销售额,15
2231,20221031,宝钢股份,600019,板材,销售额,18
2232,20201231,宝钢股份,600019,板材,销售额,15
2234,20200331,宝钢股份,600019,板材,销售额,10
2235,20211231,宝钢股份,600019,板材,销售额,17
2236,20200930,宝钢股份,600019,板材,销售额,11
2237,20220531,宝钢股份,600019,板材,销售额,3
2238,20221130,宝钢股份,600019,板材,销售额,19
2239,20221231,宝钢股份,600019,板材,销售额,15
2240,20230131,宝钢股份,600019,板材,销售额,4
2241,20230228,宝钢股份,600019,板材,销售额,25
2242,20230331,宝钢股份,600019,板材,销售额,25
2243,20230430,宝钢股份,600019,板材,销售额,26
2244,20230531,宝钢股份,600019,板材,销售额,3
2245,20230630,宝钢股份,600019,板材,销售额,7
2246,20230731,宝钢股份,600019,板材,销售额,20
2247,20230831,宝钢股份,600019,板材,销售额,28
2248,20230930,宝钢股份,600019,板材,销售额,21
2249,20230731,宝钢股份,600019,板材,销售额,20
2250,20210630,同仁堂,600085,中药,销售额,812
2251,20220430,同仁堂,600085,中药,销售额,798
2252,20220630,同仁堂,600085,中药,销售额,866
2253,20201231,同仁堂,600085,中药,销售额,655
2254,20200131,同仁堂,600085,中药,销售额,144
2255,20200731,同仁堂,600085,中药,销售额,230
2256,20221031,同仁堂,600085,中药,销售额,976
2257,20220331,同仁堂,600085,中药,销售额,694
2258,20210131,同仁堂,600085,中药,销售额,574
2259,20220228,同仁堂,600085,中药,销售额,818
2260,20220731,同仁堂,600085,中药,销售额,712
2261,20210531,同仁堂,600085,中药,销售额,1221
2262,20211231,同仁堂,600085,中药,销售额,1391
2263,20210430,同仁堂,600085,中药,销售额,933
2264,20200430,同仁堂,600085,中药,销售额,187
2265,20200930,同仁堂,600085,中药,销售额,337
2266,20200531,同仁堂,600085,中药,销售额,209
2267,20200331,同仁堂,600085,中药,销售额,176
2268,20220131,同仁堂,600085,中药,销售额,1134
2269,20200630,同仁堂,600085,中药,销售额,243
2270,20220930,同仁堂,600085,中药,销售额,895
2273,20210930,同仁堂,600085,中药,销售额,1018
2274,20210831,同仁堂,600085,中药,销售额,913
2276,20211031,同仁堂,600085,中药,销售额,1324
2277,20200831,同仁堂,600085,中药,销售额,257
2278,20210731,同仁堂,600085,中药,销售额,867
2279,20201031,同仁堂,600085,中药,销售额,413
2280,20200229,同仁堂,600085,中药,销售额,122
2281,20210228,同仁堂,600085,中药,销售额,440
2282,20201130,同仁堂,600085,中药,销售额,730
2283,20220531,同仁堂,600085,中药,销售额,682
2284,20211130,同仁堂,600085,中药,销售额,1394
2285,20220831,同仁堂,600085,中药,销售额,647
2286,20210331,同仁堂,600085,中药,销售额,729
2288,20221130,同仁堂,600085,中药,销售额,1009
2289,20221231,同仁堂,600085,中药,销售额,1003
2290,20230131,同仁堂,600085,中药,销售额,937
2291,20230228,同仁堂,600085,中药,销售额,805
2292,20230331,同仁堂,600085,中药,销售额,782
2293,20230430,同仁堂,600085,中药,销售额,677
2294,20230531,同仁堂,600085,中药,销售额,448
2295,20230630,同仁堂,600085,中药,销售额,608
2296,20230731,同仁堂,600085,中药,销售额,532
2297,20230831,同仁堂,600085,中药,销售额,511
2298,20230930,同仁堂,600085,中药,销售额,668
2299,20230731,同仁堂,600085,中药,销售额,532
2300,20220430,好太太,603848,成品家居,销售额,92
2301,20200131,好太太,603848,成品家居,销售额,29
2302,20200229,好太太,603848,成品家居,销售额,7
2303,20210630,好太太,603848,成品家居,销售额,178
2304,20211031,好太太,603848,成品家居,销售额,108
2305,20200930,好太太,603848,成品家居,销售额,75
2306,20220930,好太太,603848,成品家居,销售额,136
2307,20200331,好太太,603848,成品家居,销售额,29
2309,20200630,好太太,603848,成品家居,销售额,95
2310,20210930,好太太,603848,成品家居,销售额,103
2311,20210531,好太太,603848,成品家居,销售额,67
2312,20200831,好太太,603848,成品家居,销售额,66
2313,20211130,好太太,603848,成品家居,销售额,305
2315,20200731,好太太,603848,成品家居,销售额,57
2316,20201130,好太太,603848,成品家居,销售额,209
2317,20220831,好太太,603848,成品家居,销售额,137
2318,20210331,好太太,603848,成品家居,销售额,74
2319,20201231,好太太,603848,成品家居,销售额,97
2320,20220630,好太太,603848,成品家居,销售额,285
2321,20210131,好太太,603848,成品家居,销售额,69
2322,20220131,好太太,603848,成品家居,销售额,95
2323,20220331,好太太,603848,成品家居,销售额,96
2324,20211231,好太太,603848,成品家居,销售额,122
2325,20210430,好太太,603848,成品家居,销售额,68
2326,20220228,好太太,603848,成品家居,销售额,49
2327,20221031,好太太,603848,成品家居,销售额,124
2328,20210731,好太太,603848,成品家居,销售额,75
2329,20210831,好太太,603848,成品家居,销售额,83
2330,20210228,好太太,603848,成品家居,销售额,30
2331,20220731,好太太,603848,成品家居,销售额,114
2332,20220531,好太太,603848,成品家居,销售额,71
2333,20200430,好太太,603848,成品家居,销售额,44
2334,20200531,好太太,603848,成品家居,销售额,55
2336,20201031,好太太,603848,成品家居,销售额,83
2338,20221130,好太太,603848,成品家居,销售额,350
2339,20221231,好太太,603848,成品家居,销售额,157
2340,20230131,好太太,603848,成品家居,销售额,69
2341,20230228,好太太,603848,成品家居,销售额,100
2342,20230331,好太太,603848,成品家居,销售额,148
2343,20230430,好太太,603848,成品家居,销售额,146
2344,20230531,好太太,603848,成品家居,销售额,89
2345,20230630,好太太,603848,成品家居,销售额,271
2346,20230731,好太太,603848,成品家居,销售额,110
2347,20230831,好太太,603848,成品家居,销售额,123
2348,20230930,好太太,603848,成品家居,销售额,107
2349,20230731,好太太,603848,成品家居,销售额,110
2351,20210831,新日股份,603787,摩托车,销售额,48
2352,20200430,新日股份,603787,摩托车,销售额,27
2353,20220630,新日股份,603787,摩托车,销售额,44
2354,20220831,新日股份,603787,摩托车,销售额,43
2355,20220731,新日股份,603787,摩托车,销售额,57
2357,20200630,新日股份,603787,摩托车,销售额,36
2358,20210131,新日股份,603787,摩托车,销售额,15
2359,20210930,新日股份,603787,摩托车,销售额,37
2360,20211130,新日股份,603787,摩托车,销售额,46
2361,20220331,新日股份,603787,摩托车,销售额,27
2362,20220228,新日股份,603787,摩托车,销售额,14
2363,20210228,新日股份,603787,摩托车,销售额,13
2364,20210531,新日股份,603787,摩托车,销售额,52
2365,20200331,新日股份,603787,摩托车,销售额,23
2366,20221031,新日股份,603787,摩托车,销售额,37
2367,20200229,新日股份,603787,摩托车,销售额,10
2369,20200131,新日股份,603787,摩托车,销售额,10
2370,20210630,新日股份,603787,摩托车,销售额,35
2371,20210731,新日股份,603787,摩托车,销售额,33
2372,20211231,新日股份,603787,摩托车,销售额,16
2374,20200831,新日股份,603787,摩托车,销售额,32
2375,20201130,新日股份,603787,摩托车,销售额,118
2376,20220531,新日股份,603787,摩托车,销售额,20
2377,20201031,新日股份,603787,摩托车,销售额,42
2378,20220430,新日股份,603787,摩托车,销售额,24
2379,20200531,新日股份,603787,摩托车,销售额,30
2380,20201231,新日股份,603787,摩托车,销售额,20
2381,20200731,新日股份,603787,摩托车,销售额,35
2382,20210331,新日股份,603787,摩托车,销售额,37
2383,20220131,新日股份,603787,摩托车,销售额,12
2384,20200930,新日股份,603787,摩托车,销售额,25
2385,20220930,新日股份,603787,摩托车,销售额,50
2386,20210430,新日股份,603787,摩托车,销售额,48
2387,20211031,新日股份,603787,摩托车,销售额,30
2388,20221130,新日股份,603787,摩托车,销售额,23
2389,20221231,新日股份,603787,摩托车,销售额,9
2390,20230131,新日股份,603787,摩托车,销售额,8
2391,20230228,新日股份,603787,摩托车,销售额,27
2392,20230331,新日股份,603787,摩托车,销售额,30
2393,20230430,新日股份,603787,摩托车,销售额,24
2394,20230531,新日股份,603787,摩托车,销售额,19
2395,20230630,新日股份,603787,摩托车,销售额,22
2396,20230731,新日股份,603787,摩托车,销售额,21
2397,20230831,新日股份,603787,摩托车,销售额,27
2398,20230930,新日股份,603787,摩托车,销售额,27
2399,20230731,新日股份,603787,摩托车,销售额,21
2400,20220228,汇洁股份,002763,鞋帽及其他,销售额,43
2401,20201231,汇洁股份,002763,鞋帽及其他,销售额,75
2402,20220630,汇洁股份,002763,鞋帽及其他,销售额,187
2403,20200331,汇洁股份,002763,鞋帽及其他,销售额,111
2404,20201031,汇洁股份,002763,鞋帽及其他,销售额,38
2405,20220430,汇洁股份,002763,鞋帽及其他,销售额,63
2407,20200630,汇洁股份,002763,鞋帽及其他,销售额,155
2408,20210331,汇洁股份,002763,鞋帽及其他,销售额,122
2409,20200131,汇洁股份,002763,鞋帽及其他,销售额,61
2410,20200229,汇洁股份,002763,鞋帽及其他,销售额,21
2412,20210228,汇洁股份,002763,鞋帽及其他,销售额,36
2413,20200531,汇洁股份,002763,鞋帽及其他,销售额,91
2414,20210531,汇洁股份,002763,鞋帽及其他,销售额,74
2415,20200930,汇洁股份,002763,鞋帽及其他,销售额,54
2416,20220930,汇洁股份,002763,鞋帽及其他,销售额,57
2417,20220131,汇洁股份,002763,鞋帽及其他,销售额,60
2418,20220331,汇洁股份,002763,鞋帽及其他,销售额,111
2419,20210131,汇洁股份,002763,鞋帽及其他,销售额,55
2420,20210831,汇洁股份,002763,鞋帽及其他,销售额,70
2421,20211130,汇洁股份,002763,鞋帽及其他,销售额,235
2423,20210930,汇洁股份,002763,鞋帽及其他,销售额,71
2425,20210731,汇洁股份,002763,鞋帽及其他,销售额,65
2426,20211231,汇洁股份,002763,鞋帽及其他,销售额,76
2427,20221031,汇洁股份,002763,鞋帽及其他,销售额,37
2428,20220731,汇洁股份,002763,鞋帽及其他,销售额,71
2429,20220831,汇洁股份,002763,鞋帽及其他,销售额,67
2430,20200430,汇洁股份,002763,鞋帽及其他,销售额,47
2431,20210430,汇洁股份,002763,鞋帽及其他,销售额,64
2432,20200831,汇洁股份,002763,鞋帽及其他,销售额,60
2433,20220531,汇洁股份,002763,鞋帽及其他,销售额,63
2434,20200731,汇洁股份,002763,鞋帽及其他,销售额,59
2435,20201130,汇洁股份,002763,鞋帽及其他,销售额,204
2436,20210630,汇洁股份,002763,鞋帽及其他,销售额,190
2437,20211031,汇洁股份,002763,鞋帽及其他,销售额,68
2438,20221130,汇洁股份,002763,鞋帽及其他,销售额,184
2439,20221231,汇洁股份,002763,鞋帽及其他,销售额,66
2440,20230131,汇洁股份,002763,鞋帽及其他,销售额,45
2441,20230228,汇洁股份,002763,鞋帽及其他,销售额,56
2442,20230331,汇洁股份,002763,鞋帽及其他,销售额,117
2443,20230430,汇洁股份,002763,鞋帽及其他,销售额,84
2444,20230531,汇洁股份,002763,鞋帽及其他,销售额,80
2445,20230630,汇洁股份,002763,鞋帽及其他,销售额,236
2446,20230731,汇洁股份,002763,鞋帽及其他,销售额,69
2447,20230831,汇洁股份,002763,鞋帽及其他,销售额,75
2448,20230930,汇洁股份,002763,鞋帽及其他,销售额,55
2449,20230731,汇洁股份,002763,鞋帽及其他,销售额,69
2450,20200131,周大生,002867,钟表珠宝,销售额,85
2452,20210331,周大生,002867,钟表珠宝,销售额,77
